Aishihik,490,Yukon,1,0,0,1,43,44,2,2,0,1,33,60,187
Carcross/Tagish First Nation,491,Yukon,59,56,0,4,55,40,19,13,1,0,212,219,678
Little Salmon/Carmacks First Nation,492,Yukon,2,1,3,1,136,141,11,16,1,1,156,198,667
Champagne,493,Yukon,0,0,6,5,109,103,16,15,0,1,210,250,715
Tr'ondëk Hwëch'in,494,Yukon,3,0,1,4,92,82,6,2,0,1,314,325,830
First Nation of Nacho Nyak Dun,495,Yukon,2,3,0,1,76,80,0,1,1,1,183,205,553
Vuntut Gwitchin First Nation,496,Yukon,6,1,1,1,132,109,4,4,1,0,129,161,549
Ross River,497,Yukon,9,5,0,0,167,147,19,8,0,0,84,110,549
Selkirk First Nation,498,Yukon,1,4,4,1,154,149,13,14,0,1,140,162,643
Teslin Tlingit Council,499,Yukon,1,2,1,4,129,101,15,10,3,0,163,176,605
Kwanlin Dun First Nation,500,Yukon,1,5,11,6,306,256,8,12,2,3,187,186,983
Taku River Tlingit,501,Yukon,42,31,5,2,0,2,3,3,0,2,146,176,412
Liard First Nation,502,Yukon,80,60,18,14,177,127,27,13,3,1,328,364,1212
Kluane First Nation,503,Yukon,0,1,0,1,36,38,1,1,0,0,42,57,177
Dease River,504,Yukon,25,12,5,8,1,1,3,8,1,0,64,54,182
White River First Nation,506,Yukon,3,4,0,0,18,17,3,3,0,0,46,60,154
Champagne and Aishihik First Nations,507,Yukon,0,0,0,0,0,0,0,0,0,0,0,0,0
Ta'an Kwach'an,508,Yukon,13,9,0,1,33,40,3,3,0,0,78,91,271
Moricetown,530,Colombie-britannique,360,311,31,35,0,0,0,0,0,0,638,671,2046
Gitanmaax,531,Colombie-britannique,355,340,66,51,0,0,0,0,0,0,791,828,2431
Kispiox,532,Colombie-britannique,312,278,54,38,0,0,0,0,0,0,426,534,1642
Glen Vowell,533,Colombie-britannique,105,77,14,14,0,0,0,0,0,0,109,102,421
Hagwilget Village,534,Colombie-britannique,104,91,16,12,0,0,0,0,0,0,283,288,794
Gitsegukla,535,Colombie-britannique,202,211,30,20,0,0,0,0,0,0,279,258,1000
Gitwangak,536,Colombie-britannique,211,185,26,21,0,0,0,0,0,0,423,467,1333
Gitanyow,537,Colombie-britannique,186,177,25,21,0,0,0,0,0,0,237,214,860
Heiltsuk,538,Colombie-britannique,602,530,45,31,1,0,0,0,0,1,587,625,2422
Nuxalk Nation,539,Colombie-britannique,466,437,22,22,0,0,0,0,0,0,343,439,1729
Kitasoo,540,Colombie-britannique,161,142,4,6,0,0,0,0,0,0,84,117,514
Wuikinuxv Nation,541,Colombie-britannique,25,29,13,18,0,0,0,0,0,0,101,100,286
Saulteau First Nations,542,Colombie-britannique,189,175,15,13,3,8,0,0,0,0,303,374,1080
Fort Nelson First Nation,543,Colombie-britannique,211,199,9,9,0,0,7,0,0,0,240,264,939
Prophet River First Nation,544,Colombie-britannique,51,44,7,5,0,0,0,0,0,0,79,90,276
West Moberly First Nations,545,Colombie-britannique,65,59,1,3,0,1,0,0,0,0,83,95,307
Halfway River First Nation,546,Colombie-britannique,79,62,2,4,0,0,0,0,0,0,67,67,281
Blueberry River First Nations,547,Colombie-britannique,101,89,23,20,0,0,0,0,0,0,119,134,486
Doig River First Nation,548,Colombie-britannique,71,63,11,3,0,0,0,0,0,0,72,88,308
Tsleil-Waututh Nation,549,Colombie-britannique,150,137,22,25,0,0,0,0,0,0,107,149,590
Musqueam,550,Colombie-britannique,326,348,59,60,0,0,0,0,0,1,283,323,1400
Sechelt,551,Colombie-britannique,352,283,11,20,0,0,0,0,0,0,353,378,1397
Homalco,552,Colombie-britannique,127,104,4,7,0,0,0,0,0,0,117,116,475
Klahoose First Nation,553,Colombie-britannique,33,33,7,8,0,0,1,0,0,0,157,166,405
Tla'amin Nation,554,Colombie-britannique,299,294,4,7,0,0,0,0,0,0,234,264,1102
Squamish,555,Colombie-britannique,1094,1144,92,101,0,0,0,0,1,0,849,948,4229
N'Quatqua,556,Colombie-britannique,85,80,21,22,0,0,0,0,0,0,78,79,365
Lil'wat Nation,557,Colombie-britannique,751,692,47,38,0,0,0,0,0,1,322,355,2206
Aitchelitz,558,Colombie-britannique,10,10,3,2,0,0,0,0,0,0,12,5,42
Sts'ailes,559,Colombie-britannique,251,219,40,47,0,0,7,2,0,0,253,270,1089
Kwikwetlem First Nation,560,Colombie-britannique,26,14,3,1,0,0,0,0,0,0,33,27,104
Douglas,561,Colombie-britannique,38,26,25,24,0,0,0,0,0,0,97,126,336
Skatin Nations,562,Colombie-britannique,39,20,41,34,0,0,0,0,1,0,140,138,413
Katzie,563,Colombie-britannique,155,153,6,4,0,0,0,0,0,0,123,137,578
Kwantlen First Nation,564,Colombie-britannique,40,32,16,18,0,0,0,0,0,0,87,94,287
Matsqui,565,Colombie-britannique,49,51,8,8,0,0,0,0,0,0,69,80,265
New Westminster,566,Colombie-britannique,0,0,0,0,0,0,0,0,0,0,8,6,14
Samahquam,567,Colombie-britannique,37,33,24,20,0,0,0,0,0,0,117,137,368
Sq'éwlets,568,Colombie-britannique,47,35,19,13,0,0,0,0,0,0,78,74,266
Semiahmoo,569,Colombie-britannique,22,29,5,2,0,0,0,0,0,0,18,22,98
Shxwhá:y Village,570,Colombie-britannique,28,31,25,21,0,0,1,0,1,0,153,156,416
Skowkale,571,Colombie-britannique,75,83,10,17,1,1,0,0,0,0,36,39,262
Soowahlie,572,Colombie-britannique,82,85,20,6,0,0,1,0,0,0,78,101,373
Skwah,573,Colombie-britannique,121,113,19,28,0,0,0,0,0,0,109,127,517
Squiala First Nation,574,Colombie-britannique,71,40,15,19,0,1,1,0,0,0,39,34,220
Tzeachten,575,Colombie-britannique,115,129,15,10,1,1,0,0,1,0,125,138,535
Yakweakwioose,576,Colombie-britannique,18,18,1,1,0,0,0,0,0,0,10,26,74
Tsawwassen First Nation,577,Colombie-britannique,94,92,4,4,0,0,0,0,0,0,82,92,368
Sumas First Nation,578,Colombie-britannique,70,72,15,19,0,0,0,0,0,0,71,86,333
Leq' a: mel First Nation,579,Colombie-britannique,56,64,13,8,0,0,0,0,0,0,127,153,421
Kwaw-kwaw-Apilt,580,Colombie-britannique,18,12,2,2,0,0,0,0,0,0,5,6,45
Seabird Island,581,Colombie-britannique,282,298,21,26,0,0,0,0,0,0,177,195,999
Skawahlook First Nation,582,Colombie-britannique,3,4,3,1,0,0,0,0,0,0,34,46,91
Chawathil,583,Colombie-britannique,153,151,39,42,0,0,0,0,0,0,108,126,619
Cheam,584,Colombie-britannique,92,96,37,27,0,0,0,0,0,0,143,143,538
Popkum,585,Colombie-britannique,1,0,0,0,0,0,0,0,0,0,7,4,12
Peters First Nation,586,Colombie-britannique,24,20,1,2,0,0,0,0,0,0,58,60,165
Shxw'ow'hamel First Nation,587,Colombie-britannique,40,41,17,10,0,0,0,0,0,0,45,45,198
Union Bar First Nation,588,Colombie-britannique,4,3,0,2,0,0,0,0,0,1,62,58,130
Yale First Nation,589,Colombie-britannique,29,25,6,7,0,0,0,0,0,0,52,57,176
Bridge River,590,Colombie-britannique,95,102,12,24,0,0,0,0,0,0,117,108,458
Cayoose Creek,591,Colombie-britannique,37,35,7,8,0,0,0,0,0,0,56,57,200
Xaxli'p,592,Colombie-britannique,134,129,76,63,0,0,0,0,1,0,309,332,1044
T'it'q'et,593,Colombie-britannique,94,95,10,10,0,0,0,0,0,0,113,109,431
Ts'kw'aylaxw First Nation,594,Colombie-britannique,104,92,46,32,0,0,0,0,0,0,135,161,570
Tsal'alh,595,Colombie-britannique,129,132,58,45,2,0,0,0,0,0,173,162,701
Osoyoos,596,Colombie-britannique,180,152,33,24,0,0,0,0,0,0,63,89,541
Penticton,597,Colombie-britannique,287,288,34,32,0,0,0,0,0,0,212,220,1073
Lower Similkameen,598,Colombie-britannique,111,120,24,32,0,0,0,0,0,0,105,114,506
Upper Similkameen,599,Colombie-britannique,23,34,4,7,0,0,0,0,0,0,62,77,207
Splatsin,600,Colombie-britannique,169,156,43,32,0,1,0,0,0,0,220,280,901
Westbank First Nation,601,Colombie-britannique,221,207,10,13,0,0,0,0,1,2,214,207,875
?aqam,602,Colombie-britannique,95,96,11,16,0,0,0,0,0,0,84,89,391
Tobacco Plains,603,Colombie-britannique,46,33,11,3,0,0,0,0,0,0,53,61,207
?Akisq'nuk First Nation,604,Colombie-britannique,54,46,32,25,0,0,0,0,0,0,59,59,275
Shuswap,605,Colombie-britannique,46,41,15,18,0,0,0,0,0,0,68,78,266
Lower Kootenay,606,Colombie-britannique,52,59,9,3,0,0,0,0,0,0,52,67,242
Lake Babine Nation,607,Colombie-britannique,692,666,26,23,0,0,4,1,0,0,487,606,2505
Takla Lake First Nation,608,Colombie-britannique,106,99,6,4,0,0,0,0,0,0,273,335,823
Tsay Keh Dene,609,Colombie-britannique,3,2,6,5,114,121,0,0,0,0,123,115,489
Kwadacha,610,Colombie-britannique,145,146,9,3,0,0,0,0,0,0,120,138,561
Lheidli T'enneh,611,Colombie-britannique,49,46,1,1,0,0,0,0,0,0,164,168,429
Nadleh Whuten,612,Colombie-britannique,137,122,9,7,0,0,0,0,0,0,137,145,557
Stellat'en First Nation,613,Colombie-britannique,113,97,7,11,0,0,0,0,0,0,154,165,547
Nak'azdli Whut'en,614,Colombie-britannique,361,336,32,23,0,0,0,1,1,0,577,603,1934
Saik'uz First Nation,615,Colombie-britannique,182,150,6,5,0,0,0,0,0,0,270,356,969
Okanagan,616,Colombie-britannique,431,391,33,47,0,0,0,0,1,2,516,586,2007
Tl'azt'en Nation,617,Colombie-britannique,292,251,27,17,0,0,0,0,0,0,586,620,1793
McLeod Lake,618,Colombie-britannique,54,53,21,13,0,0,0,0,1,0,190,225,557
Burns Lake,619,Colombie-britannique,25,21,2,0,0,0,0,0,0,0,43,38,129
Cheslatta Carrier Nation,620,Colombie-britannique,71,71,9,11,0,0,0,0,1,2,83,108,356
Campbell River,622,Colombie-britannique,190,177,15,21,0,0,0,0,0,0,187,232,822
Cape Mudge,623,Colombie-britannique,187,162,16,16,0,0,0,0,1,1,350,405,1138
K'ómoks First Nation,624,Colombie-britannique,44,63,1,1,0,0,0,0,0,1,110,115,335
Kwikwasut'inuxw Haxwa'mis,625,Colombie-britannique,24,22,16,9,0,0,0,0,4,3,123,109,310
Kwakiutl,626,Colombie-britannique,159,157,24,11,0,0,0,1,1,0,216,232,801
Gwawaenuk Tribe,627,Colombie-britannique,8,4,0,0,0,0,0,0,0,0,14,14,40
Kwiakah,628,Colombie-britannique,0,0,2,5,0,0,0,0,0,0,8,7,22
Mamalilikulla First Nation,629,Colombie-britannique,4,4,24,31,0,0,0,0,2,0,182,179,426
Mowachaht/Muchalaht,630,Colombie-britannique,131,95,20,15,0,0,0,0,0,0,185,170,616
Namgis First Nation,631,Colombie-britannique,461,463,29,22,2,1,0,0,0,0,431,473,1882
Tlatlasikwala,632,Colombie-britannique,13,17,6,2,0,0,0,0,4,2,10,12,66
Quatsino,633,Colombie-britannique,122,114,10,6,0,0,0,0,0,0,141,162,555
Ehattesaht,634,Colombie-britannique,56,51,22,33,0,0,0,0,0,0,168,169,499
Da'naxda'xw First Nation,635,Colombie-britannique,8,11,8,6,0,0,0,0,9,11,87,87,227
Dzawada'enuxw First Nation,636,Colombie-britannique,43,35,31,34,0,0,0,0,0,0,191,197,531
Tlowitsis Tribe,637,Colombie-britannique,0,1,32,33,0,0,0,0,3,1,167,185,422
Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations,638,Colombie-britannique,83,81,10,9,0,0,0,0,0,0,191,199,573
Nuchatlaht,639,Colombie-britannique,11,13,4,7,0,0,0,0,0,0,54,73,162
Beecher Bay,640,Colombie-britannique,49,53,5,6,0,0,0,0,0,0,63,80,256
Stz'uminus First Nation,641,Colombie-britannique,384,343,61,65,0,0,0,0,0,0,194,272,1319
Cowichan,642,Colombie-britannique,1260,1230,171,151,0,0,0,0,0,0,1025,1120,4957
Lake Cowichan First Nation,643,Colombie-britannique,3,8,1,1,0,0,0,0,0,0,4,3,20
Esquimalt,644,Colombie-britannique,90,82,9,16,0,0,0,0,0,0,47,68,312
Halalt,645,Colombie-britannique,47,37,6,10,0,0,0,0,0,0,60,58,218
Lyackson,646,Colombie-britannique,10,6,12,12,0,0,0,0,0,0,80,96,216
Malahat First Nation,647,Colombie-britannique,74,55,30,26,0,0,0,0,0,0,77,75,337
Snuneymuxw First Nation,648,Colombie-britannique,306,280,58,74,0,0,0,0,0,1,533,563,1815
Nanoose First Nation,649,Colombie-britannique,76,90,2,7,0,0,0,0,0,0,36,39,250
Penelakut Tribe,650,Colombie-britannique,268,256,36,35,0,0,0,0,0,0,181,185,961
Qualicum First Nation,651,Colombie-britannique,26,25,0,2,0,0,2,2,1,0,24,46,128
Pauquachin,652,Colombie-britannique,122,105,11,17,0,0,0,0,0,0,49,101,405
Tsartlip,653,Colombie-britannique,282,254,71,57,0,0,0,0,0,0,161,182,1007
Tsawout First Nation,654,Colombie-britannique,278,253,48,50,0,0,0,0,0,0,122,168,919
Tseycum,655,Colombie-britannique,40,35,19,26,1,0,0,0,0,0,35,37,193
Songhees Nation,656,Colombie-britannique,175,168,10,28,0,0,0,0,0,0,92,98,571
T'Sou-ke First Nation,657,Colombie-britannique,61,69,1,1,0,0,0,0,0,0,53,76,261
Pacheedaht First Nation,658,Colombie-britannique,47,50,12,16,0,0,0,0,0,0,62,96,283
Ahousaht,659,Colombie-britannique,364,372,52,43,0,2,0,0,0,0,635,693,2161
Tla-o-qui-aht First Nations,660,Colombie-britannique,207,177,18,28,0,0,0,0,0,0,341,362,1133
Hesquiaht,661,Colombie-britannique,77,46,12,21,0,0,0,0,0,1,260,320,737
Ditidaht,662,Colombie-britannique,98,76,31,37,0,0,0,0,0,0,247,284,773
Huu-ay-aht First Nations,663,Colombie-britannique,45,56,19,12,0,0,0,0,0,0,287,302,721
Hupacasath First Nation,664,Colombie-britannique,62,69,9,9,0,0,0,0,0,0,104,76,329
Tseshaht,665,Colombie-britannique,216,227,16,24,0,0,0,0,0,0,321,394,1198
Toquaht,666,Colombie-britannique,4,5,7,3,0,0,0,0,0,1,67,67,154
Uchucklesaht,667,Colombie-britannique,6,20,1,5,0,0,0,0,0,0,94,98,224
Ucluelet First Nation,668,Colombie-britannique,113,91,9,10,0,0,0,0,0,0,219,227,669
Old Massett Village Council,669,Colombie-britannique,388,313,28,35,0,0,0,0,0,1,1085,1195,3045
Skidegate,670,Colombie-britannique,320,360,11,8,0,0,0,0,0,0,466,487,1652
Nisga'a Village of Gingolx,671,Colombie-britannique,225,185,35,34,0,0,2,0,0,0,762,766,2009
Gitxaala Nation,672,Colombie-britannique,229,196,29,17,0,0,0,0,0,0,716,796,1983
Metlakatla First Nation,673,Colombie-britannique,39,54,8,8,0,0,0,0,0,0,414,434,957
Lax Kw'alaams,674,Colombie-britannique,350,302,46,32,0,0,0,0,1,1,1513,1606,3851
Gitga'at First Nation,675,Colombie-britannique,67,71,9,9,0,0,0,0,0,0,286,312,754
Haisla Nation,676,Colombie-britannique,350,286,23,14,1,0,0,0,0,0,552,675,1901
Nisga'a Village of New Aiyansh,677,Colombie-britannique,462,405,26,21,0,0,0,0,0,0,464,480,1858
Nisga'a Village of Laxgalt'sap,678,Colombie-britannique,319,269,45,20,0,0,0,0,1,0,544,603,1801
Nisga'a Village of Gitwinksihlkw,679,Colombie-britannique,89,93,11,19,0,0,0,0,0,0,95,90,397
Kitselas,680,Colombie-britannique,138,161,7,7,0,0,0,0,0,0,164,186,663
Kitsumkalum,681,Colombie-britannique,126,121,6,4,0,0,0,0,0,0,237,257,751
Tahltan,682,Colombie-britannique,157,138,22,17,0,1,1,0,0,1,767,809,1913
Iskut,683,Colombie-britannique,173,146,17,19,0,0,0,0,0,0,199,212,766
Adams Lake,684,Colombie-britannique,183,176,34,25,0,0,0,0,0,0,169,214,801
Ashcroft,685,Colombie-britannique,39,33,3,2,0,0,0,0,0,0,104,95,276
Bonaparte,686,Colombie-britannique,76,76,26,23,0,0,0,0,1,0,349,397,948
Skeetchestn,687,Colombie-britannique,117,107,15,14,0,0,0,0,0,0,137,147,537
Tk'emlúps te Secwépemc,688,Colombie-britannique,267,286,51,50,0,0,0,0,0,1,307,373,1335
Little Shuswap Lake,689,Colombie-britannique,107,89,22,19,0,0,0,0,0,0,61,51,349
Neskonlith,690,Colombie-britannique,140,127,29,28,0,0,1,0,0,0,166,167,658
Simpcw First Nation,691,Colombie-britannique,110,110,15,13,0,0,0,0,0,0,218,255,721
Oregon Jack Creek,692,Colombie-britannique,12,4,4,3,0,0,0,0,0,0,13,32,68
Coldwater,693,Colombie-britannique,167,161,26,30,0,0,0,0,0,0,219,251,854
Cook's Ferry,694,Colombie-britannique,23,29,19,10,0,0,0,0,0,0,127,140,348
Lower Nicola,695,Colombie-britannique,261,241,25,29,0,0,0,0,1,2,313,384,1256
Nicomen,696,Colombie-britannique,25,25,9,7,0,0,0,0,0,0,40,28,134
Upper Nicola,697,Colombie-britannique,195,176,24,32,0,0,0,0,1,0,279,266,973
Shackan,698,Colombie-britannique,40,29,5,4,0,0,0,0,0,0,27,28,133
Nooaitch,699,Colombie-britannique,55,49,8,12,0,0,0,0,0,0,54,57,235
Boothroyd,700,Colombie-britannique,38,25,12,11,0,0,0,0,0,0,101,97,284
Boston Bar First Nation,701,Colombie-britannique,48,37,3,4,0,0,0,0,0,0,93,86,271
Whispering Pines/Clinton,702,Colombie-britannique,31,21,1,6,0,0,0,0,0,0,54,45,158
High Bar,703,Colombie-britannique,0,1,0,1,0,0,0,0,0,1,69,75,147
Kanaka Bar,704,Colombie-britannique,35,28,9,7,0,0,0,0,0,0,89,69,237
Lytton,705,Colombie-britannique,417,377,78,71,0,1,0,0,0,0,502,577,2023
Siska,706,Colombie-britannique,46,45,7,7,0,0,0,0,0,0,103,109,317
Skuppah,707,Colombie-britannique,31,25,6,2,0,0,0,0,0,0,20,36,120
Spuzzum,708,Colombie-britannique,27,18,1,1,0,0,0,0,2,1,119,124,293
?Esdilagh First Nation,709,Colombie-britannique,38,13,2,2,0,1,0,0,0,0,63,85,204
Alexis Creek,710,Colombie-britannique,176,147,4,21,0,0,0,1,0,0,150,197,696
Esk'etemc,711,Colombie-britannique,209,187,27,19,0,0,0,0,0,1,278,280,1001
Tl'etinqox Government,712,Colombie-britannique,299,236,26,20,2,2,1,0,0,0,463,552,1601
Canim Lake,713,Colombie-britannique,209,210,9,8,0,0,0,0,0,0,81,90,607
Xeni Gwet'in First Nations Government,714,Colombie-britannique,99,98,21,27,1,4,0,0,0,0,87,96,433
Lhtako Dene Nation,715,Colombie-britannique,34,48,1,4,0,0,0,0,0,0,34,56,177
Soda Creek,716,Colombie-britannique,75,66,18,18,0,0,0,0,0,0,123,134,434
Yunesit'in Government,717,Colombie-britannique,119,114,13,18,0,0,0,0,3,2,100,101,470
Toosey,718,Colombie-britannique,68,76,12,9,0,0,0,0,0,0,76,104,345
Williams Lake,719,Colombie-britannique,108,124,22,22,0,0,0,0,1,0,249,296,822
Nazko First Nation,720,Colombie-britannique,68,44,6,7,0,0,0,0,0,0,125,137,387
Lhoosk'uz Dene Nation,721,Colombie-britannique,16,15,16,9,0,0,0,0,0,0,82,102,240
Ulkatcho,722,Colombie-britannique,314,317,22,25,0,0,0,0,0,0,169,207,1054
Stswecem'c Xgat'tem First Nation,723,Colombie-britannique,140,113,28,21,1,1,0,1,0,0,230,221,756
Gwa'Sala-Nakwaxda'xw,724,Colombie-britannique,313,264,11,13,0,0,0,0,0,0,182,228,1011
Wet'suwet'en First Nation,725,Colombie-britannique,31,50,4,5,1,0,0,0,0,0,86,70,247
Nee-Tahi-Buhn,726,Colombie-britannique,24,15,8,8,0,0,0,0,0,0,38,57,150
Yekooche First Nation,728,Colombie-britannique,57,45,4,7,0,0,0,0,1,0,59,64,237
Skin Tyee,729,Colombie-britannique,26,27,4,1,0,0,0,0,0,0,78,47,183
Tulita Dene,750,Territoires du nord-ouest,1,0,2,4,198,188,3,2,0,0,134,175,707
Tetlit Gwich'in,751,Territoires du nord-ouest,5,1,2,1,467,466,2,4,0,1,239,264,1452
Fort Good Hope,752,Territoires du nord-ouest,2,1,0,2,300,279,1,0,0,0,143,170,898
Gwichya Gwich'in,753,Territoires du nord-ouest,2,1,1,1,121,109,1,1,0,1,113,134,485
Deline First Nation,754,Territoires du nord-ouest,0,2,2,2,440,435,0,0,0,1,66,82,1030
Aklavik,755,Territoires du nord-ouest,3,1,0,0,134,128,1,0,0,0,78,100,445
Pehdzeh Ki First Nation,756,Territoires du nord-ouest,0,0,0,1,122,147,0,0,0,1,45,35,351
Liidlii Kue First Nation,757,Territoires du nord-ouest,1,1,3,0,383,369,0,6,2,1,284,282,1332
Acho Dene Koe First Nation,758,Territoires du nord-ouest,1,0,7,7,264,271,0,0,0,1,69,81,701
Salt River First Nation #195,759,Territoires du nord-ouest,3,2,3,5,133,136,1,1,0,0,350,351,985
Deh Gáh Got'ie Dene First Nation,760,Territoires du nord-ouest,0,0,3,4,406,393,0,0,1,1,132,161,1101
K'atlodeeche First Nation,761,Territoires du nord-ouest,107,125,2,7,89,84,0,0,1,0,120,114,649
Deninu K'ue First Nation,762,Territoires du nord-ouest,1,0,2,2,233,217,15,2,0,1,215,233,921
Yellowknives Dene First Nation,763,Territoires du nord-ouest,5,1,3,2,349,333,34,39,0,1,347,448,1562
Lutsel K'e Dene First Nation,764,Territoires du nord-ouest,2,8,3,2,265,238,2,4,0,0,118,149,791
Dog Rib Rae,765,Territoires du nord-ouest,5,4,1,0,1185,1123,82,67,1,1,321,380,3170
Nahanni Butte,766,Territoires du nord-ouest,1,0,0,0,58,66,1,0,0,0,9,10,145
Sambaa K'e First Nation,767,Territoires du nord-ouest,0,0,0,0,41,60,0,0,0,0,8,8,117
Ka'a'gee Tu First Nation,768,Territoires du nord-ouest,0,0,0,1,28,23,0,0,0,0,12,10,74
Wha Ti First Nation,769,Territoires du nord-ouest,0,1,0,0,332,300,2,6,0,0,15,21,677
Jean Marie River First Nation,770,Territoires du nord-ouest,0,1,0,0,52,63,0,0,0,0,18,15,149
"Behdzi Ahda"" First Nation",771,Territoires du nord-ouest,0,2,0,0,92,97,2,1,0,0,23,19,236
West Point First Nation,772,Territoires du nord-ouest,7,8,0,0,8,13,0,0,0,0,21,17,74
Gameti First Nation,773,Territoires du nord-ouest,1,1,0,0,166,141,14,18,0,0,6,8,355
Dechi Laot'i First Nations,774,Territoires du nord-ouest,0,0,0,0,79,91,2,0,0,0,7,11,190
Inuvik Native,780,Territoires du nord-ouest,2,2,0,1,80,115,1,2,0,0,181,228,612
